"campaign_id","channel","region","month","fiscal_year","month_number","new_users","active_customers","orders","impressions","clicks","net_revenue","refund_leakage","gross_margin","marketing_spend","contribution_profit","roas","cac","gross_margin_pct","refund_rate_pct","revenue_per_customer"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-05-01",2025,5,"8","94","253","77026","2488","35716.66","4472.15","11213.22","3596.83","5464.95","9.93","449.60","31.39","7.51","379.96"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-06-01",2025,6,"10","88","230","69360","2439","39704.55","5241.45","11297.53","3521.76","5773.69","11.27","352.18","28.45","11.30","451.19"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-07-01",2025,7,"14","94","288","66123","2400","39536.48","3131.08","13323.11","3360.20","7403.75","11.77","240.01","33.70","5.56","420.60"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-08-01",2025,8,"8","88","303","86160","2898","43826.94","6475.37","14165.90","4145.90","7364.72","10.57","518.24","32.32","6.60","498.03"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-09-01",2025,9,"10","88","309","70507","2313","41834.41","2717.56","13602.06","3583.94","7305.38","11.67","358.39","32.51","5.50","475.39"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-10-01",2025,10,"7","94","322","80400","2785","43131.07","6655.58","14325.48","4187.40","7401.47","10.30","598.20","33.21","8.70","458.84"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-11-01",2025,11,"8","160","809","116269","3596","106922.43","11224.52","34695.97","4840.84","22912.41","22.09","605.11","32.45","6.67","668.27"
"Amazon Ads_PROMO_1","Amazon Ads","LATAM","2025-12-01",2025,12,"19","154","1145","109154","4049","154337.25","20855.67","50863.23","5922.71","35204.58","26.06","311.72","32.96","7.42","1002.19"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-01-01",2023,1,"17","11","17","93534","3455","4035.96","979.98","1052.64","4801.69","-3908.44","0.84","282.45","26.08","17.65","366.91"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-02-01",2023,2,"13","22","57","97457","3097","21696.18","1938.21","6109.47","4657.24","803.85","4.66","358.25","28.16","3.51","986.19"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-03-01",2023,3,"19","35","78","125871","3810","26537.74","9812.99","7756.52","5452.51","1486.68","4.87","286.97","29.23","15.38","758.22"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-04-01",2023,4,"13","43","126","139445","4382","35657.70","4494.40","11773.02","6284.84","4211.86","5.67","483.45","33.02","11.11","829.25"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-05-01",2023,5,"15","46","127","174768","5098","25351.90","8414.27","8848.44","7128.59","638.45","3.56","475.24","34.90","17.32","551.13"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-06-01",2023,6,"15","57","141","147140","4314","30335.97","3622.55","9829.51","6324.95","2190.58","4.80","421.66","32.40","12.06","532.21"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-07-01",2023,7,"22","72","163","124388","4531","47873.80","11003.16","15094.74","6289.99","7142.57","7.61","285.91","31.53","8.59","664.91"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-08-01",2023,8,"12","77","204","114330","4204","45824.06","14436.38","14794.00","6388.32","6649.50","7.17","532.36","32.28","16.67","595.12"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-09-01",2023,9,"17","89","209","125160","4516","65221.77","16489.08","18992.48","6556.51","10245.77","9.95","385.68","29.12","10.05","732.83"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-10-01",2023,10,"16","85","174","192871","5845","42622.07","8272.47","13614.76","7797.97","4115.16","5.47","487.37","31.94","12.07","501.44"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-11-01",2023,11,"25","136","347","173037","6566","91077.45","13487.79","28528.43","9787.04","15309.07","9.31","391.48","31.32","8.65","669.69"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2023-12-01",2023,12,"30","153","417","194698","7374","99019.22","18899.10","32804.94","10074.48","18660.30","9.83","335.82","33.13","8.15","647.18"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-01-01",2024,1,"17","119","253","125688","4827","67429.24","12706.49","20764.78","6666.88","11560.10","10.11","392.17","30.79","11.46","566.63"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-02-01",2024,2,"16","112","205","134278","4284","47555.83","8759.92","15671.01","6078.38","7705.68","7.82","379.90","32.95","9.27","424.61"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-03-01",2024,3,"17","118","236","135034","4867","53109.29","9226.31","17806.66","6880.17","8729.07","7.72","404.72","33.53","10.17","450.08"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-04-01",2024,4,"19","130","248","151867","4857","56311.43","7036.55","18660.26","6730.27","9512.40","8.37","354.22","33.14","9.68","433.16"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-05-01",2024,5,"26","129","297","130953","4829","58674.55","19090.16","19522.30","7401.74","9372.02","7.93","284.68","33.27","11.45","454.84"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-06-01",2024,6,"26","144","364","147080","4777","82540.63","17290.16","27573.46","6871.08","17313.62","12.01","264.27","33.41","10.99","573.20"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-07-01",2024,7,"16","161","403","157568","5176","110329.29","16344.59","34333.99","6817.22","23449.31","16.18","426.08","31.12","8.93","685.28"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-08-01",2024,8,"20","144","356","153512","5079","88194.88","14305.43","27276.61","7533.31","16266.60","11.71","376.67","30.93","8.99","612.46"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-09-01",2024,9,"31","149","339","160066","5215","92790.34","11338.32","28989.07","7589.55","17918.39","12.23","244.82","31.24","9.44","622.75"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-10-01",2024,10,"26","194","432","198905","6767","106700.48","18520.32","33897.69","9068.30","20617.46","11.77","348.78","31.77","10.19","550.00"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-11-01",2024,11,"23","275","706","219130","6936","170158.71","39775.91","56043.42","10397.80","38882.54","16.36","452.08","32.94","9.77","618.76"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2024-12-01",2024,12,"39","289","807","220484","8326","184853.82","43312.71","58945.58","11535.47","39871.18","16.02","295.78","31.89","12.52","639.63"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-01-01",2025,1,"27","195","498","143799","4759","120257.51","14755.62","38616.09","7205.57","26534.66","16.69","266.87","32.11","8.23","616.71"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-02-01",2025,2,"18","186","426","106186","3849","120255.01","29961.45","36140.55","5821.58","26033.43","20.66","323.42","30.05","11.03","646.53"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-03-01",2025,3,"21","188","426","155369","6004","96288.94","13017.38","32219.53","8331.47","19826.81","11.56","396.74","33.46","9.62","512.18"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-04-01",2025,4,"20","179","425","127230","4765","109940.17","19265.74","35508.00","7636.08","23707.19","14.40","381.80","32.30","9.41","614.19"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-05-01",2025,5,"26","209","461","210050","6686","125032.13","19882.84","38353.41","9346.56","24415.30","13.38","359.48","30.67","9.54","598.24"
"Amazon Ads_PROMO_1","Amazon Ads","North America","2025-06-01",2025,6,"21","183","400","191479","6616","93861.78","17097.97","31101.23","9200.60","18120.53","10.20","438.12","33.14","10.75","512.91"
